"C_Name","T_Name","Substitu","group","io","User_","PowerSum_","無老年人口戶數比例","戶長平均年齡","所得中位數"
"新北市","新莊區","瓊林里","A","outter",0.835,0.849,0.454,0.534,0.22
"新北市","新莊區","文德里","A","inner",0.633,0.636,0.454,0.532,0.352
"新北市","新莊區","中誠里","A","inner",0.652,0.643,0.396,0.482,0.236
"新北市","新莊區","裕民里","A","inner",0.769,0.749,0.314,0.44,0.222
"新北市","新莊區","文明里","A","inner",0.75,0.773,0.507,0.602,0.312
"新北市","新莊區","中港里","A","inner",0.76,0.778,0.285,0.431,0.301
"新北市","新莊區","富國里","A","outter",0.662,0.66,0.336,0.476,0.207
"新北市","新莊區","思源里","A","outter",0.772,0.828,0.378,0.472,0.263
"新北市","新莊區","立人里","A","inner",0.684,0.675,0.547,0.606,0.358
"新北市","新莊區","南港里","A","inner",0.707,0.691,0.255,0.388,0.254
"新北市","三重區","維德里","A","inner",0.688,0.675,0.399,0.509,0.219
"新北市","三重區","尚德里","A","inner",0.724,0.712,0.444,0.54,0.217
"新北市","三重區","培德里","A","inner",0.754,0.747,0.415,0.524,0.26
"新北市","三重區","永德里","A","inner",0.732,0.702,0.416,0.543,0.227
"新北市","三重區","永盛里","A","inner",0.685,0.671,0.42,0.521,0.222
"新北市","三重區","永福里","A","inner",0.768,0.743,0.345,0.446,0.227
"新北市","三重區","永清里","A","inner",0.711,0.7,0.335,0.477,0.246
"新北市","三重區","永安里","A","inner",0.694,0.692,0.331,0.435,0.245
"新北市","三重區","永煇里","A","inner",0.659,0.642,0.388,0.528,0.197
"新北市","三重區","溪美里","A","outter",0.807,0.774,0.319,0.42,0.265
"新北市","三重區","福隆里","A","inner",0.777,0.773,0.309,0.426,0.284
"新北市","三重區","五常里","A","inner",0.723,0.718,0.4,0.514,0.226
"新北市","三重區","五福里","A","inner",0.723,0.701,0.324,0.378,0.311
"新北市","三重區","仁忠里","A","inner",0.599,0.622,0.388,0.526,0.192
"新北市","三重區","慈福里","A","inner",0.64,0.612,0.49,0.575,0.197
"新北市","三重區","慈生里","A","inner",0.674,0.643,0.545,0.627,0.194
"新北市","三重區","慈惠里","A","inner",0.622,0.623,0.478,0.573,0.196
"新北市","三重區","慈愛里","A","outter",0.701,0.676,0.436,0.561,0.214
"新北市","三重區","慈化里","A","inner",0.618,0.632,0.386,0.478,0.222
"新北市","三重區","慈祐里","A","inner",0.756,0.714,0.429,0.508,0.24
"新北市","三重區","五華里","A","inner",0.738,0.702,0.305,0.382,0.342
"新北市","三重區","富貴里","A","outter",0.84,0.797,0.252,0.327,0.388
"新北市","三重區","富華里","A","inner",0.665,0.609,0.367,0.433,0.267
"新北市","三重區","富福里","A","inner",0.703,0.671,0.377,0.509,0.196
"新北市","三重區","碧華里","A","outter",0.797,0.768,0.233,0.262,0.48
"新北市","三重區","五谷里","A","outter",0.7,0.814,0.467,0.592,0.29
"新北市","三重區","博愛里","A","inner",0.688,0.694,0.358,0.507,0.227
"新北市","三重區","福德里","A","inner",0.712,0.706,0.358,0.455,0.261
"新北市","三重區","永吉里","A","inner",0.655,0.632,0.334,0.447,0.251
"新北市","三重區","永發里","A","outter",0.751,0.826,0.277,0.391,0.284
"新北市","三重區","永順里","A","inner",0.719,0.68,0.307,0.436,0.195
"新北市","三重區","永豐里","A","inner",0.714,0.682,0.264,0.398,0.238
"新北市","三重區","立德里","A","inner",0.727,0.704,0.43,0.553,0.268
"新北市","三重區","福樂里","A","inner",0.731,0.707,0.398,0.49,0.199
"新北市","三重區","仁華里","A","inner",0.716,0.691,0.334,0.429,0.258
"新北市","三重區","五順里","A","inner",0.713,0.666,0.382,0.497,0.202
"新北市","中和區","中原里","B","outter",0.878,1,0.31,0.396,0.312
"新北市","中和區","平河里","B","outter",0.862,0.971,0.291,0.372,0.35
"新北市","中和區","信和里","A","inner",0.685,0.686,0.465,0.555,0.249
"新北市","中和區","仁和里","A","inner",0.72,0.685,0.407,0.547,0.258
"新北市","中和區","中正里","A","outter",0.702,0.664,0.425,0.541,0.226
"新北市","中和區","建和里","A","outter",0.699,0.673,0.564,0.65,0.256
"新北市","中和區","連和里","A","outter",0.7,0.832,0.382,0.37,0.387
"新北市","中和區","連城里","A","inner",0.78,0.765,0.503,0.562,0.344
"新北市","中和區","力行里","A","inner",0.778,0.748,0.337,0.413,0.407
"新北市","中和區","枋寮里","A","inner",0.706,0.709,0.477,0.544,0.308
"新北市","中和區","漳和里","A","inner",0.742,0.726,0.412,0.506,0.343
"新北市","中和區","廟美里","A","inner",0.734,0.747,0.499,0.593,0.284
"新北市","中和區","福真里","A","inner",0.744,0.72,0.407,0.531,0.294
"新北市","中和區","福善里","A","inner",0.767,0.753,0.426,0.501,0.273
"新北市","中和區","福美里","A","inner",0.753,0.727,0.444,0.576,0.26
"新北市","中和區","福祥里","A","inner",0.703,0.713,0.402,0.475,0.269
"新北市","中和區","瓦[瑤]里","A","inner",0.748,0.721,0.448,0.503,0.316
"新北市","中和區","福和里","A","inner",0.705,0.683,0.469,0.596,0.289
"新北市","中和區","佳和里","A","inner",0.742,0.732,0.448,0.524,0.328
"新北市","中和區","安樂里","A","inner",0.736,0.726,0.425,0.565,0.462
"新北市","中和區","安和里","A","inner",0.724,0.659,0.448,0.504,0.416
"新北市","中和區","安平里","A","inner",0.746,0.746,0.453,0.499,0.466
"新北市","中和區","中安里","A","inner",0.761,0.761,0.468,0.564,0.469
"新北市","中和區","泰安里","A","inner",0.751,0.735,0.536,0.605,0.27
"新北市","中和區","新南里","A","inner",0.775,0.744,0.342,0.432,0.472
"新北市","中和區","南山里","A","inner",0.743,0.713,0.408,0.481,0.439
"新北市","中和區","秀山里","A","inner",0.752,0.717,0.437,0.555,0.287
"新北市","中和區","秀成里","A","inner",0.683,0.618,0.399,0.525,0.316
"新北市","中和區","秀福里","A","inner",0.71,0.688,0.449,0.56,0.355
"新北市","中和區","秀景里","C","outter",1,0.931,0.389,0.49,0.405
"新北市","中和區","秀明里","A","outter",0.724,0.687,0.437,0.496,0.375
"新北市","中和區","秀峰里","A","inner",0.615,0.576,0.382,0.464,0.342
"新北市","中和區","秀仁里","A","inner",0.697,0.646,0.423,0.485,0.384
"新北市","中和區","頂南里","A","inner",0.672,0.663,0.433,0.562,0.309
"新北市","中和區","華新里","A","outter",0.78,0.723,0.358,0.404,0.301
"新北市","中和區","東南里","A","inner",0.727,0.689,0.663,0.702,0.286
"新北市","中和區","華南里","A","inner",0.732,0.641,0.401,0.437,0.305
"新北市","中和區","忠孝里","A","inner",0.727,0.697,0.512,0.594,0.259
"新北市","中和區","崇南里","A","inner",0.746,0.685,0.408,0.484,0.334
"新北市","中和區","景南里","A","inner",0.759,0.694,0.506,0.572,0.245
"新北市","中和區","橫路里","A","inner",0.579,0.576,0.622,0.694,0.162
"新北市","中和區","內南里","A","inner",0.746,0.698,0.431,0.561,0.248
"新北市","中和區","壽南里","A","inner",0.673,0.658,0.515,0.606,0.252
"新北市","中和區","外南里","A","inner",0.738,0.676,0.354,0.525,0.298
"新北市","中和區","復興里","A","inner",0.746,0.702,0.508,0.584,0.263
"新北市","中和區","和興里","A","inner",0.74,0.705,0.402,0.488,0.332
"新北市","中和區","景平里","A","inner",0.789,0.76,0.411,0.464,0.361
"新北市","中和區","景新里","A","inner",0.704,0.685,0.505,0.566,0.304
"新北市","中和區","景福里","A","inner",0.786,0.757,0.429,0.489,0.291
"新北市","中和區","景安里","A","inner",0.741,0.705,0.43,0.527,0.333
"新北市","中和區","景文里","A","inner",0.728,0.694,0.416,0.508,0.381
"新北市","中和區","錦和里","A","inner",0.741,0.651,0.321,0.416,0.36
"新北市","中和區","錦昌里","A","inner",0.686,0.656,0.466,0.539,0.371
"新北市","中和區","灰[瑤]里","A","inner",0.673,0.628,0.526,0.548,0.255
"新北市","中和區","積穗里","A","outter",0.776,0.787,0.303,0.376,0.341
"新北市","中和區","民享里","A","inner",0.609,0.577,0.363,0.533,0.268
"新北市","中和區","員山里","A","outter",0.81,0.869,0.303,0.34,0.323
"新北市","中和區","嘉穗里","A","inner",0.685,0.659,0.383,0.533,0.262
"新北市","中和區","文元里","A","outter",0.755,0.729,0.429,0.572,0.257
"新北市","中和區","嘉新里","A","inner",0.772,0.738,0.407,0.539,0.241
"新北市","中和區","民安里","A","inner",0.687,0.646,0.316,0.454,0.278
"新北市","中和區","安穗里","A","inner",0.733,0.721,0.336,0.412,0.29
"新北市","中和區","瑞穗里","A","inner",0.667,0.684,0.414,0.496,0.339
"新北市","中和區","明穗里","A","outter",0.768,0.694,0.348,0.468,0.308
"新北市","中和區","清穗里","A","outter",0.718,0.672,0.462,0.558,0.269
"新北市","中和區","自強里","A","outter",0.699,0.65,0.318,0.46,0.236
"新北市","中和區","德穗里","A","inner",0.75,0.71,0.491,0.583,0.291
"新北市","中和區","民生里","A","inner",0.689,0.658,0.386,0.496,0.326
"新北市","中和區","國光里","A","outter",0.708,0.666,0.357,0.472,0.302
"新北市","中和區","壽德里","A","inner",0.712,0.689,0.496,0.549,0.366
"新北市","中和區","明德里","A","inner",0.692,0.687,0.466,0.545,0.251
"新北市","中和區","秀水里","A","outter",0.748,0.659,0.592,0.618,0.238
"新北市","中和區","德行里","A","inner",0.77,0.753,0.256,0.319,0.476
"新北市","中和區","宜安里","A","inner",0.655,0.619,0.501,0.588,0.342
"新北市","中和區","安順里","A","inner",0.698,0.696,0.445,0.537,0.362
"新北市","中和區","秀義里","A","inner",0.659,0.623,0.463,0.534,0.306
"新北市","中和區","秀士里","A","inner",0.691,0.644,0.525,0.545,0.347
"新北市","中和區","興南里","A","inner",0.709,0.711,0.553,0.655,0.248
"新北市","中和區","景本里","A","outter",0.629,0.611,0.6,0.669,0.221
"新北市","中和區","福南里","A","inner",0.69,0.643,0.435,0.496,0.269
"新北市","中和區","中興里","A","outter",0.797,0.758,0.311,0.361,0.463
"新北市","中和區","吉興里","A","inner",0.693,0.665,0.315,0.405,0.394
"新北市","中和區","中山里","A","outter",0.678,0.657,0.41,0.514,0.306
"新北市","中和區","碧河里","B","outter",0.797,0.935,0.346,0.412,0.354
"新北市","中和區","錦中里","A","inner",0.708,0.633,0.376,0.5,0.274
"新北市","中和區","錦盛里","A","outter",0.636,0.591,0.395,0.51,0.252
"新北市","中和區","民有里","A","inner",0.699,0.667,0.448,0.553,0.256
"新北市","中和區","員富里","A","inner",0.679,0.732,0.326,0.409,0.275
"新北市","中和區","嘉慶里","A","inner",0.743,0.704,0.388,0.482,0.287
"新北市","中和區","冠穗里","A","inner",0.66,0.649,0.338,0.511,0.276
"新北市","中和區","國華里","A","inner",0.678,0.618,0.316,0.442,0.283
"新北市","中和區","正南里","A","inner",0.682,0.663,0.52,0.595,0.242
"新北市","中和區","正行里","A","inner",0.724,0.704,0.316,0.392,0.375
"新北市","永和區","福林里","A","inner",0.69,0.696,0.579,0.623,0.317
"新北市","永和區","文化里","A","inner",0.703,0.686,0.508,0.567,0.336
"新北市","永和區","豫溪里","A","outter",0.746,0.745,0.458,0.617,0.396
"新北市","永和區","光明里","A","inner",0.693,0.688,0.499,0.586,0.39
"新北市","永和區","仁愛里","A","inner",0.641,0.644,0.467,0.589,0.356
"新北市","永和區","永貞里","A","inner",0.735,0.748,0.58,0.613,0.385
"新北市","永和區","永福里","A","inner",0.652,0.642,0.542,0.637,0.41
"新北市","永和區","民治里","A","inner",0.709,0.685,0.537,0.61,0.336
"新北市","永和區","永成里","A","inner",0.567,0.563,0.668,0.71,0.265
"新北市","永和區","忠義里","A","outter",0.551,0.541,0.599,0.681,0.237
"新北市","永和區","永元里","A","inner",0.734,0.698,0.472,0.562,0.372
"新北市","永和區","秀林里","A","inner",0.701,0.661,0.472,0.556,0.34
"新北市","永和區","保安里","A","outter",0.84,0.798,0.342,0.456,0.495
"新北市","永和區","中溪里","A","inner",0.719,0.708,0.435,0.547,0.386
"新北市","永和區","永安里","A","inner",0.742,0.692,0.414,0.528,0.467
"新北市","永和區","民族里","A","inner",0.706,0.669,0.478,0.564,0.394
"新北市","永和區","民權里","A","inner",0.712,0.712,0.455,0.55,0.39
"新北市","永和區","中興里","A","inner",0.697,0.695,0.596,0.66,0.367
"新北市","永和區","勵行里","A","inner",0.627,0.639,0.528,0.575,0.292
"新北市","永和區","秀朗里","A","inner",0.703,0.665,0.448,0.551,0.312
"新北市","永和區","秀成里","A","inner",0.66,0.651,0.48,0.58,0.363
"新北市","永和區","上溪里","A","inner",0.64,0.637,0.559,0.665,0.377
"新北市","永和區","竹林里","A","inner",0.733,0.706,0.558,0.634,0.358
"新北市","永和區","雙和里","A","inner",0.748,0.753,0.443,0.516,0.47
"新北市","永和區","安和里","A","outter",0.725,0.713,0.49,0.553,0.407
"新北市","永和區","水源里","A","inner",0.715,0.701,0.496,0.561,0.399
"新北市","永和區","協和里","A","inner",0.715,0.725,0.498,0.569,0.282
"新北市","永和區","河堤里","A","inner",0.745,0.685,0.441,0.47,0.48
"新北市","永和區","頂溪里","A","outter",0.634,0.633,0.53,0.605,0.374
"新北市","永和區","潭墘里","A","inner",0.712,0.69,0.476,0.546,0.477
"新北市","永和區","潭安里","A","inner",0.748,0.702,0.478,0.544,0.406
"新北市","永和區","大新里","A","inner",0.711,0.703,0.454,0.548,0.43
"新北市","永和區","保平里","A","inner",0.737,0.71,0.46,0.544,0.374
"新北市","永和區","民本里","A","inner",0.732,0.707,0.365,0.444,0.412
"新北市","永和區","民樂里","A","outter",0.775,0.698,0.441,0.524,0.427
"新北市","永和區","光復里","A","outter",0.595,0.133,0.569,0.647,0.352
"新北市","永和區","復興里","A","inner",0.686,0.667,0.511,0.63,0.345
"新北市","永和區","福和里","A","inner",0.761,0.742,0.438,0.529,0.46
"新北市","永和區","得和里","A","inner",0.745,0.726,0.503,0.576,0.398
"新北市","永和區","智光里","A","inner",0.728,0.705,0.517,0.597,0.295
"新北市","永和區","新生里","A","outter",0.438,0.185,0.598,0.666,0.266
"新北市","永和區","新生里","A","outter",0.438,0.185,0.598,0,0.266
"新北市","永和區","新生里","A","outter",0.438,0.185,0,0.666,0.266
"新北市","永和區","新生里","A","outter",0.438,0.185,0,0,0.266
"新北市","永和區","大同里","A","outter",0.52,0.479,0.643,0.736,0.26
"新北市","永和區","前溪里","A","inner",0.656,0.649,0.502,0.575,0.366
"新北市","永和區","和平里","A","inner",0.763,0.762,0.459,0.541,0.397
"新北市","永和區","新[部]里","A","outter",0.679,0.661,0.561,0.649,0.384
"新北市","永和區","下溪里","A","inner",0.693,0.678,0.444,0.55,0.356
"新北市","永和區","秀和里","A","inner",0.767,0.748,0.401,0.536,0.383
"新北市","永和區","河濱里","A","inner",0.667,0.642,0.476,0.544,0.39
"新北市","永和區","民生里","A","outter",0.699,0.67,0.509,0.561,0.342
"新北市","永和區","秀得里","A","inner",0.653,0.628,0.383,0.519,0.357
"新北市","永和區","上林里","A","inner",0.696,0.677,0.546,0.612,0.405
"新北市","永和區","網溪里","A","inner",0.549,0.605,0.586,0.66,0.398
"新北市","永和區","正興里","A","inner",0.683,0.703,0.564,0.643,0.341
"新北市","永和區","永興里","A","inner",0.68,0.69,0.616,0.658,0.343
"新北市","永和區","桂林里","A","inner",0.65,0.685,0.547,0.616,0.377
"新北市","永和區","店街里","A","inner",0.722,0.71,0.42,0.518,0.453
"新北市","永和區","信義里","A","inner",0.726,0.721,0.477,0.558,0.407
"新北市","永和區","後溪里","A","inner",0.632,0.643,0.533,0.608,0.397
"新北市","永和區","民富里","A","inner",0.65,0.652,0.433,0.51,0.356
"新北市","永和區","秀元里","A","inner",0.683,0.664,0.522,0.586,0.314
"新北市","永和區","永樂里","A","inner",0.667,0.672,0.413,0.488,0.417
"新北市","永和區","保順里","A","outter",0.798,0.813,0.243,0.312,0.603
"新北市","新莊區","海山里","A","inner",0.738,0.709,0.429,0.519,0.287
"新北市","新莊區","頭前里","A","outter",0.813,0.887,0.238,0.276,0.281
"新北市","新莊區","國泰里","A","inner",0.537,0.636,0.536,0.643,0.263
"新北市","新莊區","全安里","A","inner",0.73,0.706,0.391,0.476,0.334
"新北市","新莊區","福基里","A","outter",0.764,0.826,0.249,0.257,0.352
"新北市","新莊區","豐年里","A","inner",0.65,0.646,0.356,0.477,0.237
"新北市","新莊區","忠孝里","A","inner",0.771,0.735,0.45,0.52,0.263
"新北市","新莊區","仁愛里","A","inner",0.735,0.706,0.465,0.561,0.175
"新北市","新莊區","立德里","A","inner",0.723,0.735,0.441,0.547,0.383
"新北市","新莊區","信義里","A","inner",0.746,0.748,0.316,0.454,0.245
"新北市","新莊區","立言里","A","inner",0.759,0.718,0.36,0.515,0.277
"新北市","新莊區","民安里","A","inner",0.726,0.726,0.243,0.36,0.272
"新北市","新莊區","和平里","A","inner",0.717,0.729,0.287,0.464,0.24
"新北市","新莊區","立功里","A","inner",0.647,0.661,0.482,0.574,0.205
"新北市","新莊區","民本里","A","inner",0.647,0.616,0.277,0.483,0.177
"新北市","新莊區","化成里","A","outter",0.731,0.829,0.343,0.431,0.262
"新北市","新莊區","立志里","A","inner",0.741,0.741,0.432,0.523,0.267
"新北市","新莊區","光華里","A","inner",0.74,0.72,0.225,0.343,0.262
"新北市","新莊區","思賢里","A","outter",0.704,0.703,0.35,0.46,0.289
"新北市","新莊區","營盤里","A","outter",0.699,0.781,0.465,0.614,0.271
"新北市","新莊區","光榮里","A","inner",0.695,0.664,0.254,0.332,0.265
"新北市","新莊區","自強里","A","inner",0.674,0.668,0.478,0.566,0.189
"新北市","新莊區","光明里","A","inner",0.732,0.699,0.233,0.374,0.217
"新北市","新莊區","自立里","A","outter",0.697,0.688,0.359,0.457,0.22
"新北市","新莊區","合鳳里","A","inner",0.702,0.673,0.32,0.452,0.194
"新北市","新莊區","幸福里","A","inner",0.706,0.692,0.386,0.501,0.201
"新北市","新莊區","自信里","A","inner",0.673,0.678,0.392,0.483,0.274
"新北市","新莊區","龍鳳里","A","outter",0.807,0.756,0.191,0.237,0.324
"新北市","新莊區","昌隆里","A","inner",0.728,0.762,0.203,0.325,0.386
"新北市","新莊區","中平里","A","inner",0.79,0.78,0.179,0.237,0.42
"新北市","新莊區","立廷里","A","outter",0.803,0.8,0.166,0.189,0.54
"新北市","新莊區","泰豐里","A","outter",0.837,0.788,0.386,0.458,0.277
"新北市","新莊區","富民里","A","inner",0.601,0.618,0.221,0.349,0.239
"新北市","新莊區","祥鳳里","A","inner",0.632,0.593,0.289,0.375,0.261
"新北市","新莊區","民全里","A","inner",0.665,0.662,0.217,0.345,0.273
"新北市","新莊區","民有里","A","inner",0.721,0.675,0.207,0.324,0.258
"新北市","新莊區","光正里","A","inner",0.69,0.658,0.202,0.293,0.303
"新北市","新莊區","光和里","A","inner",0.61,0.609,0.244,0.399,0.217
"新北市","新店區","國豐里","A","inner",0.691,0.691,0.589,0.658,0.337
"新北市","新店區","明德里","A","outter",0.734,0.736,0.496,0.597,0.399
"新北市","新店區","大豐里","A","inner",0.731,0.698,0.476,0.586,0.371
"新北市","新店區","大同里","A","inner",0.707,0.739,0.483,0.584,0.406
"新北市","新店區","江陵里","A","outter",0.726,0.787,0.421,0.538,0.498
"新北市","新店區","寶興里","A","outter",0.746,0.84,0.444,0.533,0.446
"新北市","新店區","寶安里","A","outter",0.773,0.789,0.494,0.594,0.364
"新北市","新店區","信義里","A","outter",0.772,0.786,0.407,0.508,0.401
"新北市","新店區","忠孝里","A","inner",0.662,0.619,0.469,0.537,0.314
"新北市","新店區","大鵬里","A","inner",0.677,0.61,0.506,0.565,0.469
"新北市","新店區","太平里","A","inner",0.742,0.694,0.453,0.525,0.323
"新北市","新店區","頂城里","A","inner",0.598,0.626,0.573,0.676,0.242
"新北市","新店區","下城里","A","inner",0.719,0.71,0.428,0.544,0.574
"新北市","新店區","柴埕里","A","inner",0.767,0.751,0.348,0.421,0.352
"新北市","新店區","永安里","A","inner",0.739,0.663,0.411,0.488,0.249
"新北市","新店區","公崙里","A","outter",0.823,0.8,0.357,0.422,0.379
"新北市","新店區","德安里","A","outter",0.822,0.782,0.396,0.505,0.278
"新北市","新店區","雙城里","A","outter",0.784,0.722,0.454,0.587,0.247
"新北市","新店區","日興里","A","inner",0.709,0.66,0.427,0.542,0.221
"新北市","新店區","玫瑰里","A","outter",0.768,0.702,0.394,0.517,0.276
"新北市","新店區","塗潭里","A","inner",0.697,0.692,0.773,0.798,0.171
"新北市","新店區","美潭里","A","inner",0.681,0.633,0.405,0.514,0.352
"新北市","新店區","員潭里","A","outter",0.75,0.737,0.42,0.48,0.321
"新北市","新店區","雙坑里","A","inner",0.592,0.54,0.695,0.83,0.236
"新北市","新店區","粗坑里","A","inner",0.655,0.587,0.485,0.6,0.373
"新北市","新店區","屈尺里","A","inner",0.617,0.571,0.704,0.805,0.258
"新北市","新店區","龜山里","A","inner",0.542,0.457,0.653,0.75,0.179
"新北市","新店區","廣興里","A","inner",0.686,0.597,0.694,0.775,0.222
"新北市","新店區","直潭里","A","inner",0.643,0.582,0.669,0.701,0.28
"新北市","新店區","青潭里","A","outter",0.747,0.689,0.341,0.467,0.334
"新北市","新店區","新店里","A","inner",0.681,0.65,0.547,0.641,0.287
"新北市","新店區","張南里","A","inner",0.668,0.646,0.47,0.498,0.423
"新北市","新店區","國校里","A","inner",0.665,0.619,0.403,0.512,0.337
"新北市","新店區","文中里","A","inner",0.674,0.628,0.496,0.564,0.371
"新北市","新店區","廣明里","A","inner",0.584,0.523,0.576,0.649,0.254
"新北市","新店區","文明里","A","outter",0.68,0.659,0.567,0.703,0.269
"新北市","新店區","中興里","A","outter",0.773,0.724,0.402,0.548,0.396
"新北市","新店區","新生里","A","inner",0.708,0.736,0.552,0.597,0.423
"新北市","新店區","新德里","A","inner",0.66,0.668,0.561,0.636,0.277
"新北市","新店區","張北里","A","outter",0.801,0.803,0.442,0.496,0.361
"新北市","新店區","五[峰]里","A","outter",0.823,0.8,0.463,0.557,0.379
"新北市","新店區","新安里","A","inner",0.713,0.711,0.489,0.549,0.39
"新北市","新店區","忠誠里","A","inner",0.644,0.648,0.498,0.599,0.413
"新北市","新店區","中正里","A","outter",0.797,0.775,0.591,0.641,0.382
"新北市","新店區","中華里","A","outter",0.777,0.727,0.51,0.569,0.321
"新北市","新店區","仁愛里","A","outter",0.659,0.676,0.564,0.641,0.344
"新北市","新店區","百忍里","A","inner",0.69,0.674,0.588,0.662,0.343
"新北市","新店區","百和里","A","inner",0.698,0.699,0.521,0.588,0.364
"新北市","新店區","福德里","A","inner",0.679,0.678,0.532,0.597,0.339
"新北市","新店區","百福里","A","inner",0.653,0.629,0.493,0.56,0.381
"新北市","新店區","福民里","A","outter",0.787,0.732,0.534,0.595,0.419
"新北市","新店區","中山里","A","inner",0.779,0.778,0.409,0.457,0.713
"新北市","新店區","和平里","A","outter",0.26,0.295,0.604,0.614,0.206
"新北市","新店區","中央里","A","inner",0.787,0.762,0.47,0.532,0.609
"新北市","新店區","明城里","A","inner",0.587,0.549,0.392,0.49,0.458
"新北市","新店區","安和里","A","outter",0.833,0.784,0.32,0.396,0.333
"新北市","新店區","吉祥里","A","outter",0.692,0.658,0.454,0.552,0.343
"新北市","新店區","寶福里","B","outter",0.83,0.945,0.39,0.454,0.43
"新北市","新店區","小城里","A","outter",0.707,0.662,0.468,0.557,0.424
"新北市","新店區","香坡里","A","outter",0.834,0.764,0.286,0.356,0.423
"新北市","新店區","建國里","A","outter",0.669,0.653,0.541,0.613,0.373
"新北市","新店區","復興里","B","outter",0.821,0.961,0.419,0.534,0.302
"新北市","新店區","美城里","A","inner",0.547,0.532,0.404,0.517,0.277
"新北市","新店區","安昌里","A","inner",0.737,0.715,0.256,0.35,0.412
"新北市","新店區","長春里","A","inner",0.531,0.492,0.375,0.495,0.727
"新北市","新店區","新和里","A","outter",0.726,0.685,0.338,0.432,0.318
"新北市","新店區","永平里","A","inner",0.69,0.678,0.335,0.418,0.355
"新北市","新店區","達觀里","A","outter",0.749,0.651,0.292,0.366,0.395
"新北市","新店區","華城里","A","inner",0.63,0.625,0.306,0.479,1
"新北市","樹林區","三多里","A","inner",0.711,0.76,0.273,0.433,0.199
"新北市","樹林區","樹興里","A","inner",0.696,0.648,0.373,0.455,0.27
"新北市","樹林區","樹福里","A","inner",0.728,0.721,0.409,0.47,0.414
"新北市","樹林區","金寮里","A","inner",0.707,0.684,0.322,0.432,0.23
"新北市","樹林區","彭興里","A","inner",0.758,0.724,0.24,0.399,0.218
"新北市","樹林區","文林里","A","inner",0.733,0.68,0.245,0.367,0.266
"新北市","樹林區","山佳里","A","outter",0.686,0.67,0.259,0.385,0.275
"新北市","樹林區","中山里","A","inner",0.73,0.709,0.379,0.485,0.269
"新北市","樹林區","育英里","A","inner",0.712,0.685,0.421,0.522,0.318
"新北市","樹林區","中華里","A","inner",0.655,0.661,0.226,0.314,0.277
"新北市","樹林區","太順里","A","inner",0.688,0.676,0.269,0.443,0.219
"新北市","樹林區","圳民里","A","outter",0.587,0.643,0.215,0.373,0.261
"新北市","樹林區","圳生里","A","outter",0.661,0.747,0.272,0.471,0.19
"新北市","鶯歌區","東鶯里","A","inner",0.603,0.599,0.502,0.617,0.279
"新北市","鶯歌區","西鶯里","A","inner",0.664,0.639,0.52,0.619,0.246
"新北市","鶯歌區","南鶯里","A","inner",0.766,0.753,0.42,0.496,0.314
"新北市","鶯歌區","北鶯里","A","inner",0.653,0.629,0.284,0.355,0.386
"新北市","鶯歌區","中鶯里","A","inner",0.574,0.621,0.51,0.576,0.246
"新北市","鶯歌區","建德里","A","inner",0.645,0.633,0.51,0.614,0.209
"新北市","鶯歌區","同慶里","A","inner",0.677,0.679,0.387,0.459,0.267
"新北市","鶯歌區","永昌里","A","inner",0.783,0.744,0.342,0.423,0.254
"新北市","鶯歌區","南靖里","A","inner",0.743,0.717,0.471,0.566,0.231
"新北市","鶯歌區","建國里","A","inner",0.779,0.75,0.279,0.363,0.238
"新北市","三峽區","三峽里","A","outter",0.514,0.551,0.613,0.757,0.239
"新北市","三峽區","秀川里","A","outter",0.545,0.506,0.551,0.521,0.226
"新北市","三峽區","八張里","A","inner",0.637,0.613,0.371,0.437,0.221
"新北市","三峽區","中埔里","A","inner",0.675,0.596,0.259,0.355,0.214
"新北市","三峽區","永[館]里","A","outter",0.81,0.809,0.43,0.489,0.284
"新北市","三峽區","礁溪里","A","outter",0.808,0.773,0.276,0.368,0.268
"新北市","三峽區","龍埔里","A","outter",0.858,0.816,0.3,0.361,0.289
"新北市","三峽區","嘉添里","A","inner",0.611,0.55,0.571,0.672,0.218
"新北市","三峽區","添福里","A","inner",0.621,0.582,0.537,0.645,0.139
"新北市","三峽區","溪北里","A","inner",0.642,0.606,0.535,0.627,0.227
"新北市","三峽區","溪南里","A","outter",0.599,0.582,0.578,0.658,0.197
"新北市","三峽區","溪東里","A","inner",0.614,0.58,0.441,0.57,0.194
"新北市","三峽區","成福里","A","inner",0.577,0.542,0.626,0.764,0.186
"新北市","三峽區","安坑里","A","outter",0.485,0.438,0.716,0.807,0.208
"新北市","三峽區","竹崙里","A","inner",0.619,0.546,0.557,0.707,0.14
"新北市","三峽區","介壽里","A","inner",0.758,0.738,0.237,0.352,0.202
"新北市","三峽區","安溪里","A","inner",0.761,0.716,0.272,0.382,0.279
"新北市","三峽區","中正里","A","inner",0.743,0.694,0.355,0.457,0.22
"新北市","三峽區","龍學里","A","outter",0.832,0.785,0.222,0.186,0.59
"新北市","三峽區","龍恩里","A","outter",0.861,0.827,0.214,0.204,0.522
"新北市","淡水區","中和里","A","inner",0.565,0.541,0.779,0.84,0.27
"新北市","淡水區","屯山里","A","inner",0.558,0.538,0.757,0.822,0.237
"新北市","淡水區","賢孝里","A","outter",0.631,0.608,0.587,0.66,0.244
